,workflow,e2e_latency
0,cycles,51.055500507354736
1,epigenomics,14.332571540560041
2,genome,8.183195499273447
3,soykb,17.42628679275513
4,fileprocessing,47.16417193412781
5,wordcount,2.1847074776887894
