,workflow,e2e_latency
0,cycles,8.18993196120629
1,epigenomics,10.169878509309557
2,genome,5.428324067592621
3,soykb,13.864374041557312
4,fileprocessing,12.966028499603271
5,wordcount,0.5665741974399203
