,workflow,e2e_latency
0,cycles,5.195149660110474
1,epigenomics, 9.177254915237427
2,genome,3.142910528182983
3,soykb,11.110430690977308
4,fileprocessing,12.588999658823013
5,wordcount,0.30003974404133543
