,workflow,e2e_latency
0,cycles,5.212004449632433
1,epigenomics,9.190032243728638
2,genome,3.152964617524828
3,soykb,11.122571229934692
4,fileprocessing,12.715095710754394
5,wordcount,0.3361378470692066
