,workflow,e2e_latency
0,cycles,29.12929892539978
1,epigenomics,10.51156014866299
2,genome,5.556379401683808
3,soykb,13.474530117852348
4,fileprocessing,12.985769714627947
5,wordcount,1.0795098295306216
