,workflow,data_overhead
0,cycles,9.673200984795889
1,epigenomics,0.5051283041636149
2,genome,20.528591426213584
3,soykb,7.6161832468850275
4,fileprocessing,-0.0
5,wordcount,0.16600687687213606
